title,authors,link,abstract,date,tags
Neurals Networks for Projecting Named Entities from English to Ewondo,"['Michael Franklin Mbouopda', 'Paulin Melatagia Yonta', 'Guy Stephane B. Fedim Lombo']",https://arxiv.org/pdf/2004.13841,"Named entity recognition is an important task in natural language processing. It is very well studied for rich language, but still under explored for low-resource languages. The main reason is that the existing techniques required a lot of annotated data to reach good performance. Recently, a new distributional representation of words has been proposed to project named entities from a rich languag…",2020-03-29,"['cs.CL', 'cs.LG']"
Using LSTM to Translate French to Senegalese Local Languages: Wolof as a Case Study,"['Lo Alla', 'Dione Cheikh Bamba', 'Nguer Elhadji Mamadou', 'Ba Sileye O. Ba', 'Lo Moussa']",https://arxiv.org/pdf/2004.13840,"In this paper, we propose a neural machine translation system for Wolof, a low-resource Niger-Congo language. First we gathered a parallel corpus of 70000 aligned French-Wolof sentences. Then we developped a baseline LSTM based encoder-decoder architecture which was further extended to bidirectional LSTMs with attention mechanisms. Our models are trained on a limited amount of parallel French-Wolo…",2020-03-27,"['cs.CL', 'cs.LG', 'stat.ML']"
Applications of the Streaming Networks,"['Sergey Tarasenko', 'Fumihiko Takahashi']",https://arxiv.org/pdf/2004.11805,"Most recently Streaming Networks (STnets) have been introduced as a mechanism of robust noise-corrupted images classification. STnets is a family of convolutional neural networks, which consists of multiple neural networks (streams), which have different inputs and their outputs are concatenated and fed into a single joint classifier. The original paper has illustrated how STnets can successfully…",2020-03-27,"['cs.CV', 'eess.IV']"
"Kernel Operations on the GPU, with Autodiff, without Memory Overflows","['Benjamin Charlier', 'Jean Feydy', 'Joan Alexis Glaunès', 'François-David Collin', 'Ghislain Durif']",https://arxiv.org/pdf/2004.11127,"The KeOps library provides a fast and memory-efficient GPU support for tensors whose entries are given by a mathematical formula, such as kernel and distance matrices. KeOps alleviates the major bottleneck of tensor-centric libraries for kernel and geometric applications: memory consumption. It also supports automatic differentiation and outperforms standard GPU baselines, including PyTorch CUDA t…",2020-03-27,['cs.LG']
Software-Level Accuracy Using Stochastic Computing With Charge-Trap-Flash Based Weight Matrix,"['Varun Bhatt', 'Shalini Shrivastava', 'Tanmay Chavan', 'Udayan Ganguly']",https://arxiv.org/pdf/2004.11120,"The in-memory computing paradigm with emerging memory devices has been recently shown to be a promising way to accelerate deep learning. Resistive processing unit (RPU) has been proposed to enable the vector-vector outer product in a crossbar array using a stochastic train of identical pulses to enable one-shot weight update, promising intense speed-up in matrix multiplication operations, which fo…",2020-03-08,"['cs.LG', 'cs.ET', 'cs.NE', 'eess.SP', 'stat.ML']"
Circuit Synthesis of Maximum Clique Problem using Combinatorial Approach of Classical-Quantum Hybrid Model,"['Arpita Sanyal', 'Amit Saha', 'Banani Saha', 'Amlan Chakrabarti']",https://arxiv.org/pdf/2004.10596,"In the Maximum Clique Problem, the objective is to find a clique whose size is maximum among all the cliques of an arbitrary undirected and unweighted graph. Maximum Clique Problem resembles with minimum vertex cover problem, independent set problem. As it is an NP-hard problem, no polynomial time algorithms can be found. As these problems have several important practical applications such as info…",2020-03-10,['cs.DS']
Belief Propagation for Maximum Coverage on Weighted Bipartite Graph and Application to Text Summarization,"['Hiroki Kitano', 'Koujin Takeda']",https://arxiv.org/pdf/2004.08301,"We study text summarization from the viewpoint of maximum coverage problem. In graph theory, the task of text summarization is regarded as maximum coverage problem on bipartite graph with weighted nodes. In recent study, belief-propagation based algorithm for maximum coverage on unweighted graph was proposed using the idea of statistical mechanics. We generalize it to weighted graph for text summa…",2020-03-26,"['cs.CL', 'cs.IR', 'cs.LG', 'cs.SI', 'stat.ML']"
Translating Workflow Nets to Process Trees: An Algorithmic Approach,['Sebastiaan J. van Zelst'],https://arxiv.org/pdf/2004.08213,"Since their recent introduction, process trees have been frequently used as a process modeling formalism in many process mining algorithms. A process tree is a tree-based model of a process, in which internal vertices represent behavioral control-flow relations and leaves represent process activities. A process tree is easily translated into a sound Workflow net (WF-net), however, the reverse is n…",2020-03-23,['cs.LO']
Stateful Premise Selection by Recurrent Neural Networks,"['Bartosz Piotrowski', 'Josef Urban']",https://arxiv.org/pdf/2004.08212,"In this work, we develop a new learning-based method for selecting facts (premises) when proving new goals over large formal libraries. Unlike previous methods that choose sets of facts independently of each other by their rank, the new method uses the notion of \emph{state} that is updated each time a choice of a fact is made. Our stateful architecture is based on recurrent neural networks which…",2020-03-11,"['cs.LO', 'cs.AI', 'cs.LG', 'stat.ML']"
Principle components analysis for seizures prediction using wavelet transform,"['Syed Muhammad Usman', 'Shahzad Latif', 'Arshad Beg']",https://arxiv.org/pdf/2004.07937,"Epilepsy is a disease in which frequent seizures occur due to abnormal activity of neurons. Patients affected by this disease can be treated with the help of medicines or surgical procedures. However, both of these methods are not quite useful. The only method to treat epilepsy patients effectively is to predict the seizure before its onset. It has been observed that abnormal activity in the brain…",2020-03-09,"['q-bio.NC', 'cs.LG', 'eess.SP', 'stat.ML']"
Bus Frequency Optimization: When Waiting Time Matters in User Satisfaction,"['Songsong Mo', 'Zhifeng Bao', 'Baihua Zheng', 'Zhiyong Peng']",https://arxiv.org/pdf/2004.07812,"Reorganizing bus frequency to cater for the actual travel demand can save the cost of the public transport system significantly. Many, if not all, existing studies formulate this as a bus frequency optimization problem which tries to minimize passengers' average waiting time. However, many investigations have confirmed that the user satisfaction drops faster as the waiting time increases. Conseque…",2020-03-23,"['cs.SI', 'cs.DB', 'eess.SP']"
Mining Coronavirus (COVID-19) Posts in Social Media,"['Negin Karisani', 'Payam Karisani']",https://arxiv.org/pdf/2004.06778,"World Health Organization (WHO) characterized the novel coronavirus (COVID-19) as a global pandemic on March 11th, 2020. Before this and in late January, more specifically on January 27th, while the majority of the infection cases were still reported in China and a few cruise ships, we began crawling social media user postings using the Twitter search API. Our goal was to leverage machine learning…",2020-03-28,"['cs.CL', 'cs.LG', 'stat.ML']"
Software-Based Monitoring and Analysis of a USB Host Controller Subject to Electrostatic Discharge,"['Natasha Jarus', 'Antonio Sabatini', 'Pratik Maheshwari', 'Sahra Sedigh Sarvestani']",https://arxiv.org/pdf/2004.06647,"Observing, understanding, and mitigating the effects of failure in embedded systems is essential for building dependable control systems. We develop a software-based monitoring methodology to further this goal. This methodology can be applied to any embedded system peripheral and allows the system to operate normally while the monitoring software is running. We use software to instrument the opera…",2020-03-16,['cs.OH']
A Survey on Activation Functions and their relation with Xavier and He Normal Initialization,['Leonid Datta'],https://arxiv.org/pdf/2004.06632,"In artificial neural network, the activation function and the weight initialization method play important roles in training and performance of a neural network. The question arises is what properties of a function are important/necessary for being a well-performing activation function. Also, the most widely used weight initialization methods - Xavier and He normal initialization have fundamental c…",2020-03-18,"['cs.NE', 'cs.LG']"
DynamicSLAM: Leveraging Human Anchors for Ubiquitous Low-Overhead Indoor Localization,"['Ahmed Shokry', 'Moustafa Elhamshary', 'Moustafa Youssef']",https://arxiv.org/pdf/2004.06621,"We present DynamicSLAM: an indoor localization technique that eliminates the need for the daunting calibration step. DynamicSLAM is a novel Simultaneous Localization And Mapping (SLAM) framework that iteratively acquires the feature map of the environment while simultaneously localizing users relative to this map. Specifically, we employ the phone inertial sensors to keep track of the user's path.…",2020-03-30,"['cs.CY', 'eess.SP']"
Multiscale stochastic reduced-order model for uncertainty propagation using Fokker-Planck equation with microstructure evolution applications,"['Anh Tran', 'Jing Sun', 'Dehao Liu', 'Tim Wildey', 'Yan Wang']",https://arxiv.org/pdf/2004.06487,"Uncertainty involved in computational materials modeling needs to be quantified to enhance the credibility of predictions. Tracking the propagation of model-form and parameter uncertainty for each simulation step, however, is computationally expensive. In this paper, a multiscale stochastic reduced-order model (ROM) is proposed to propagate the uncertainty as a stochastic process with Gaussian noi…",2020-03-30,"['cs.CE', 'physics.comp-ph']"
Prediction of properties of steel alloys,"['Ciro Javier Diaz Penedo', 'Lucas Leonardo Silveira Costa']",https://arxiv.org/pdf/2004.06037,We present a study of possible predictors based on four supervised machine learning models for the prediction of four mechanical properties of the main industrially used steels. The results were obtained from an experimental database available in the literature which were used as input to train and evaluate the models.,2020-03-28,['cs.LG']
Health Information Standardisation as a basis for Learning Health Systems,['Scott McLachlan'],https://arxiv.org/pdf/2004.04811,Standardisation of healthcare has been the focus of hospital management and clinicians since the 1990's. Electronic health records were already intended to provide clinicians with real-time access to clinical knowledge and care plans while also recording and storing vast amounts of patient data. It took more than three decades for electronic health records to start to become ubiquitous in all aspe…,2020-03-30,"['cs.CY', 'cs.IT']"
Towards Better Opioid Antagonists Using Deep Reinforcement Learning,"['Jianyuan Deng', 'Zhibo Yang', 'Yao Li', 'Dimitris Samaras', 'Fusheng Wang']",https://arxiv.org/pdf/2004.04768,"Naloxone, an opioid antagonist, has been widely used to save lives from opioid overdose, a leading cause for death in the opioid epidemic. However, naloxone has short brain retention ability, which limits its therapeutic efficacy. Developing better opioid antagonists is critical in combating the opioid epidemic.Instead of exhaustively searching in a huge chemical space for better opioid antagonist…",2020-03-26,"['q-bio.BM', 'cs.AI', 'cs.CL', 'cs.LG']"
Machine Learning in Artificial Intelligence: Towards a Common Understanding,"['Niklas Kühl', 'Marc Goutier', 'Robin Hirt', 'Gerhard Satzger']",https://arxiv.org/pdf/2004.04686,"The application of ""machine learning"" and ""artificial intelligence"" has become popular within the last decade. Both terms are frequently used in science and media, sometimes interchangeably, sometimes with different meanings. In this work, we aim to clarify the relationship between these terms and, in particular, to specify the contribution of machine learning to artificial intelligence. We review…",2020-03-27,"['cs.LG', 'cs.AI']"
On the Ethics of Building AI in a Responsible Manner,"['Shai Shalev-Shwartz', 'Shaked Shammah', 'Amnon Shashua']",https://arxiv.org/pdf/2004.04644,"The AI-alignment problem arises when there is a discrepancy between the goals that a human designer specifies to an AI learner and a potential catastrophic outcome that does not reflect what the human designer really wants. We argue that a formalism of AI alignment that does not distinguish between strategic and agnostic misalignments is not useful, as it deems all technology as un-safe. We propos…",2020-03-30,['cs.LG']
Exploring Extended Reality with ILLIXR: A New Playground for Architecture Research,"['Muhammad Huzaifa', 'Rishi Desai', 'Xutao Jiang', 'Joseph Ravichandran', 'Finn Sinclair', 'Sarita V. Adve']",https://arxiv.org/pdf/2004.04643,"As the need for specialization increases and architectures become increasingly domain-specific, it is important for architects to understand the requirements of emerging application domains. Augmented and virtual reality (AR/VR) or extended reality (XR) is one such important domain. This paper presents a generic XR workflow and the first benchmark suite, ILLIXR (Illinois Extended Reality Benchmark…",2020-03-25,"['cs.DC', 'cs.ET']"
ProGen: Language Modeling for Protein Generation,"['Ali Madani', 'Bryan McCann', 'Nikhil Naik', 'Nitish Shirish Keskar', 'Namrata Anand', 'Raphael R. Eguchi', 'Po-Ssu Huang', 'Richard Socher']",https://arxiv.org/pdf/2004.03497,"Generative modeling for protein engineering is key to solving fundamental problems in synthetic biology, medicine, and material science. We pose protein engineering as an unsupervised sequence generation problem in order to leverage the exponentially growing set of proteins that lack costly, structural annotations. We train a 1.2B-parameter language model, ProGen, on ~280M protein sequences condit…",2020-03-07,"['q-bio.BM', 'cs.LG', 'stat.ML']"
Deep-learning enhancement of large scale numerical simulations,"['Caspar van Leeuwen', 'Damian Podareanu', 'Valeriu Codreanu', 'Maxwell X. Cai', 'Axel Berg', 'Simon Portegies Zwart', 'Robin Stoffer', 'Menno Veerman', 'Chiel van Heerwaarden', 'Sydney Otten', 'Sascha Caron', 'Cunliang Geng', 'Francesco Ambrosetti', 'Alexandre M. J. J. Bonvin']",https://arxiv.org/pdf/2004.03454,"Traditional simulations on High-Performance Computing (HPC) systems typically involve modeling very large domains and/or very complex equations. HPC systems allow running large models, but limits in performance increase that have become more prominent in the last 5-10 years will likely be experienced. Therefore new approaches are needed to increase application performance. Deep learning appears to…",2020-03-30,['cs.CE']
Simultaneous Learning from Human Pose and Object Cues for Real-Time Activity Recognition,"['Brian Reily', 'Qingzhao Zhu', 'Christopher Reardon', 'Hao Zhang']",https://arxiv.org/pdf/2004.03453,"Real-time human activity recognition plays an essential role in real-world human-centered robotics applications, such as assisted living and human-robot collaboration. Although previous methods based on skeletal data to encode human poses showed promising results on real-time activity recognition, they lacked the capability to consider the context provided by objects within the scene and in use by…",2020-03-26,"['cs.CV', 'cs.RO']"
Deep Open Space Segmentation using Automotive Radar,"['Farzan Erlik Nowruzi', 'Dhanvin Kolhatkar', 'Prince Kapoor', 'Fahed Al Hassanat', 'Elnaz Jahani Heravi', 'Robert Laganiere', 'Julien Rebut', 'Waqas Malik']",https://arxiv.org/pdf/2004.03449,"In this work, we propose the use of radar with advanced deep segmentation models to identify open space in parking scenarios. A publically available dataset of radar observations called SCORP was collected. Deep models are evaluated with various radar input representations. Our proposed approach achieves low memory usage and real-time processing speeds, and is thus very well suited for embedded de…",2020-03-18,"['eess.SP', 'cs.CV', 'cs.LG']"
Identification of non-local continua for lattice-like materials,"['Andrea Bacigalupo', 'Luigi Gambarotta']",https://arxiv.org/pdf/2004.03348,The paper is focused on the dynamic homogenization of lattice-like materials with lumped mass at the nodes to obtain energetically consistent models providing accurate descriptions of the acoustic behavior of the discrete system. The equation of motion of the lattice is transformed according to a unitary approach aimed to identify equivalent non-local continuum models of integral-differential and…,2020-03-04,"['physics.app-ph', 'cs.CE']"
Automatic Generation of Chinese Handwriting via Fonts Style Representation Learning,"['Fenxi Xiao', 'Bo Huang', 'Xia Wu']",https://arxiv.org/pdf/2004.03339,"In this paper, we propose and end-to-end deep Chinese font generation system. This system can generate new style fonts by interpolation of latent style-related embeding variables that could achieve smooth transition between different style. Our method is simpler and more effective than other methods, which will help to improve the font design efficiency",2020-03-27,"['cs.CV', 'cs.LG', 'stat.ML']"
Multiform Fonts-to-Fonts Translation via Style and Content Disentangled Representations of Chinese Character,"['Fenxi Xiao', 'Jie Zhang', 'Bo Huang', 'Xia Wu']",https://arxiv.org/pdf/2004.03338,This paper mainly discusses the generation of personalized fonts as the problem of image style transfer. The main purpose of this paper is to design a network framework that can extract and recombine the content and style of the characters. These attempts can be used to synthesize the entire set of fonts with only a small amount of characters. The paper combines various depth networks such as Conv…,2020-03-28,"['cs.CV', 'cs.LG', 'stat.ML']"
An End-to-End Approach for Recognition of Modern and Historical Handwritten Numeral Strings,"['Andre G. Hochuli', 'Alceu S. Britto Jr.', 'Jean P. Barddal', 'Luiz E. S. Oliveira', 'Robert Sabourin']",https://arxiv.org/pdf/2004.03337,"An end-to-end solution for handwritten numeral string recognition is proposed, in which the numeral string is considered as composed of objects automatically detected and recognized by a YoLo-based model. The main contribution of this paper is to avoid heuristic-based methods for string preprocessing and segmentation, the need for task-oriented classifiers, and also the use of specific constraints…",2020-03-28,"['cs.CV', 'cs.LG', 'stat.ML']"
Predict the model of a camera,['Ciro Javier Diaz Penedo'],https://arxiv.org/pdf/2004.03336,"In this work we address the problem of predicting the model of a camera based on the content of their photographs. We use two set of features, one set consist in properties extracted from a Discrete Wavelet Domain (DWD) obtained by applying a 4 level Fast Wavelet Decomposition of the images, and a second set are Local Binary Patterns (LBP) features from the after filter noise of images. The algori…",2020-03-28,"['cs.CV', 'cs.LG', 'eess.IV', 'eess.SP']"
FusedProp: Towards Efficient Training of Generative Adversarial Networks,"['Zachary Polizzi', 'Chuan-Yung Tsai']",https://arxiv.org/pdf/2004.03335,"Generative adversarial networks (GANs) are capable of generating strikingly realistic samples but state-of-the-art GANs can be extremely computationally expensive to train. In this paper, we propose the fused propagation (FusedProp) algorithm which can be used to efficiently train the discriminator and the generator of common GANs simultaneously using only one forward and one backward propagation.…",2020-03-30,"['cs.CV', 'cs.LG']"
Comfort-as-a-Service: Designing a User-Oriented Thermal Comfort Artifact for Office Buildings,"['Svenja Laing', 'Niklas Kühl']",https://arxiv.org/pdf/2004.03323,"Most people spend up to 90 % of their time indoors. However, literature in the field of facility management and related disciplines mostly focus on energy and cost saving aspects of buildings. Especially in the area of commercial buildings, only few articles take a user-centric perspective and none of them considers the subjectivity of thermal comfort. This work addresses this research gap and aim…",2020-03-27,"['cs.HC', 'cs.LG']"
Computer Vision and Abnormal Patient Gait Assessment a Comparison of Machine Learning Models,"['Jasmin Hundall', 'Benson A. Babu']",https://arxiv.org/pdf/2004.02810,"Abnormal gait, its associated falls and complications have high patient morbidity, mortality. Computer vision detects, predicts patient gait abnormalities, assesses fall risk and serves as clinical decision support tool for physicians. This paper performs a systematic review of how computer vision, machine learning models perform an abnormal patient's gait assessment. Computer vision is beneficial…",2020-03-21,['cs.CV']
DAISI: Database for AI Surgical Instruction,"['Edgar Rojas-Muñoz', 'Kyle Couperus', 'Juan Wachs']",https://arxiv.org/pdf/2004.02809,"Telementoring surgeons as they perform surgery can be essential in the treatment of patients when in situ expertise is not available. Nonetheless, expert mentors are often unavailable to provide trainees with real-time medical guidance. When mentors are unavailable, a fallback autonomous mechanism should provide medical practitioners with the required guidance. However, AI/autonomous mentoring in…",2020-03-22,"['cs.CV', 'cs.AI', 'eess.IV']"
High-Dimensional Data Set Simplification by Laplace-Beltrami Operator,"['Chenkai Xu', 'Hongwei Lin']",https://arxiv.org/pdf/2004.02808,"With the development of the Internet and other digital technologies, the speed of data generation has become considerably faster than the speed of data processing. Because big data typically contain massive redundant information, it is possible to significantly simplify a big data set while maintaining the key information it contains. In this paper, we develop a big data simplification method base…",2020-03-23,['cs.CV']
Towards Detection of Sheep Onboard a UAV,"['Farah Sarwar', 'Anthony Griffin', 'Saeed Ur Rehman', 'Timotius Pasang']",https://arxiv.org/pdf/2004.02758,"In this work we consider the task of detecting sheep onboard an unmanned aerial vehicle (UAV) flying at an altitude of 80 m. At this height, the sheep are relatively small, only about 15 pixels across. Although deep learning strategies have gained enormous popularity in the last decade and are now extensively used for object detection in many fields, state-of-the-art detectors perform poorly in th…",2020-03-18,"['cs.CV', 'cs.LG', 'eess.IV', 'stat.ML']"
Investigating Image Applications Based on Spatial-Frequency Transform and Deep Learning Techniques,"['Qinkai Zheng', 'Han Qiu', 'Gerard Memmi', 'Isabelle Bloch']",https://arxiv.org/pdf/2004.02756,"This is the report for the PRIM project in Telecom Paris. This report is about applications based on spatial-frequency transform and deep learning techniques. In this report, there are two main works. The first work is about the enhanced JPEG compression method based on deep learning. we propose a novel method to highly enhance the JPEG compression by transmitting fewer image data at the sender's…",2020-03-20,"['eess.IV', 'cs.CV']"
Detection and skeletonization of single neurons and tracer injections using topological methods,"['Dingkang Wang', 'Lucas Magee', 'Bing-Xing Huo', 'Samik Banerjee', 'Xu Li', 'Jaikishan Jayakumar', 'Meng Kuan Lin', 'Keerthi Ram', 'Suyi Wang', 'Yusu Wang', 'Partha P. Mitra']",https://arxiv.org/pdf/2004.02755,"Neuroscientific data analysis has traditionally relied on linear algebra and stochastic process theory. However, the tree-like shapes of neurons cannot be described easily as points in a vector space (the subtraction of two neuronal shapes is not a meaningful operation), and methods from computational topology are better suited to their analysis. Here we introduce methods from Discrete Morse (DM)…",2020-03-20,"['cs.CV', 'cs.LG', 'cs.NE', 'stat.ML']"
Semantic Segmentation of highly class imbalanced fully labelled 3D volumetric biomedical images and unsupervised Domain Adaptation of the pre-trained Segmentation Network to segment another fully unlabelled Biomedical 3D Image stack,"['Shreya Roy', 'Anirban Chakraborty']",https://arxiv.org/pdf/2004.02748,"The goal of our work is to perform pixel label semantic segmentation on 3D biomedical volumetric data. Manual annotation is always difficult for a large bio-medical dataset. So, we consider two cases where one dataset is fully labeled and the other dataset is assumed to be fully unlabelled. We first perform Semantic Segmentation on the fully labeled isotropic biomedical source data (FIBSEM) and tr…",2020-03-13,['cs.CV']
Eisen: a python package for solid deep learning,['Frank Mancolo'],https://arxiv.org/pdf/2004.02747,"Eisen is an open source python package making the implementation of deep learning methods easy. It is specifically tailored to medical image analysis and computer vision tasks, but its flexibility allows extension to any application. Eisen is based on PyTorch and it follows the same architecture of other packages belonging to the PyTorch ecosystem. This simplifies its use and allows it to be compa…",2020-03-18,"['cs.CV', 'eess.IV']"
Grouping headlines,"['Ciro Javier Diaz Penedo', 'Lucas Leonardo Silveira Costa']",https://arxiv.org/pdf/2004.02620,In this work we deal with the problem of grouping in headlines of the newspaper ABC (Australian Bro-adcasting Corporation) using unsupervised machine learning techniques. We present and discuss the results on the clusters found,2020-03-29,"['cs.IR', 'cs.LG']"
Model order reduction of thermo-mechanical models with parametric convective boundary conditions: focus on machine tool,"['Pablo Hernández-Becerro', 'Daniel Spescha', 'Konrad Wegener']",https://arxiv.org/pdf/2004.02586,"This paper presents a parametric Model Order Reduction (MOR) method for weakly coupled thermo-mechanical Finite Element (FE) models of machine tools and other similar mechatronic systems. This work proposes a reduction method, Krylov Modal Subspace (KMS), and a theoretical bound of the reduction error. The developed method addresses the parametric dependency of the convective boundary conditions u…",2020-03-27,"['math.NA', 'cs.CE']"
Comprehensive Review of Deep Reinforcement Learning Methods and Applications in Economics,"['Amir Mosavi', 'Pedram Ghamisi', 'Yaser Faghan', 'Puhong Duan']",https://arxiv.org/pdf/2004.01509,The popularity of deep reinforcement learning (DRL) methods in economics have been exponentially increased. DRL through a wide range of capabilities from reinforcement learning (RL) and deep learning (DL) for handling sophisticated dynamic business environments offers vast opportunities. DRL is characterized by scalability with the potential to be applied to high-dimensional problems in conjunctio…,2020-03-21,"['q-fin.ST', 'cs.LG', 'econ.GN', 'stat.ML']"
Financial Market Trend Forecasting and Performance Analysis Using LSTM,['Jonghyeon Min'],https://arxiv.org/pdf/2004.01502,"The financial market trend forecasting method is emerging as a hot topic in financial markets today. Many challenges still currently remain, and various researches related thereto have been actively conducted. Especially, recent research of neural network-based financial market trend prediction has attracted much attention. However, previous researches do not deal with the financial market forecas…",2020-03-30,"['q-fin.ST', 'cs.LG']"
Long-term prediction of chaotic systems with recurrent neural networks,"['Huawei Fan', 'Junjie Jiang', 'Chun Zhang', 'Xingang Wang', 'Ying-Cheng Lai']",https://arxiv.org/pdf/2004.01258,"Reservoir computing systems, a class of recurrent neural networks, have recently been exploited for model-free, data-based prediction of the state evolution of a variety of chaotic dynamical systems. The prediction horizon demonstrated has been about half dozen Lyapunov time. Is it possible to significantly extend the prediction time beyond what has been achieved so far? We articulate a scheme inc…",2020-03-06,"['cs.LG', 'nlin.AO', 'stat.ML']"
Energy-efficient Analog Sensing for Large-scale and High-density Persistent Wireless Monitoring,"['Vidyasagar Sadhu', 'Xueyuan Zhao', 'Dario Pompili']",https://arxiv.org/pdf/2004.01004,"The research challenge of current Wireless Sensor Networks (WSNs) is to design energy-efficient, low-cost, high-accuracy, self-healing, and scalable systems for applications such as environmental monitoring. Traditional WSNs consist of low density, power-hungry digital motes that are expensive and cannot remain functional for long periods on a single power charge. In order to address these challen…",2020-03-28,"['eess.SP', 'cs.IT']"
